DMU;CountryYear;Country code;Country;Bank;ID;Foreign;Government;Bank code;Listed;Type;Islamic;year;ES;ES2;Cost2Inc;DepSTFund;Equity;Eq2Assets;FixAssets;GLoans;NPL2GL;LoanLP;Loans;NetFeeCom;NetIntRev;Branches;Employees;OthOpExp;OthOpInc;Overhead;PerExp;ROAA;ROAE;Assets;LnAssets;BusinessVol;EarnAssets;Funding;IntExp;NonIntExp;NonIntOpInc;OthEarnAssets;ExRate;Unit;GDPG;GDPC ;LnGDPC;GDPGC;PCDGDP;ICP;IGDPD;STMC;STMR;ETU;PAU;TRU;EXU;CSU;LDU;PCU;FSU;SQU;SCU;ETW;PAW;TRW;EXW;CSW;LDW;PCW;FSW;SQW;SCW;IIILargeAssets;VLargeAssets;HHIAssets  ;IIILargeLoans;VLargeLoans;HHILoans;IIILargeDeposits;VLargeDeposits;HHIDeposits;DomPrivOwnAssets;ForOwnAssets;GovOwnAssets;DomPrivOwnLoans;ForOwnLoans;GovOwnLoans;DomPrivOwnDeposits;ForOwnDeposits;GovOwnDeposits;BankCon;BankZsc;avelf;lat_abst;Legor;legor_uk;legor_fr;EFI;PP;CI;EconFree;PR;FC;FisF;GS;BF;LF;MF;TF;IF;FinF;LoanLossRatio;IndepYear;Indep;Religion;W-House;W-Senate
Barclays Bank of Uganda Limited/2009;Uganda/2009;39;Uganda;Barclays Bank of Uganda Limited;UgandaBarclays Bank of Uganda Limited2009;1;0;261;0;CB;0;2009;0,226;0,084;1,016;390,841;80,697;0,164;23,270;263,520;0,084;4,138;239,369;15,944;34,174;;;39,540;22,901;57,995;18,455;-0,005;-0,030;490,965;6,196;1045143,00;378,871;399,939;15,841;57,995;22,901;139,502;2030,49;1,00;0,072;488,25;6,191;0,038;0,124;0,130;0,146;0,207;0,004;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,58;0,72;1500,00;0,58;0,74;1600,00;0,61;0,74;1600,00;0,16;0,84;0,00;0,20;0,80;0,00;0,17;0,83;0,00;0,639;6,279;0,836;0,01;English;1;0;7,31;0;;63,5;30;28;80,4;86,9;58,7;87,9;78,4;75,2;50;60;0,016;1962;47;2;0,32;
Barclays Bank of Uganda Limited/2010;Uganda/2010;39;Uganda;Barclays Bank of Uganda Limited;UgandaBarclays Bank of Uganda Limited2010;1;0;261;0;CB;0;2010;0,249;0,107;0,754;428,358;78,222;0,149;17,995;251,694;0,220;9,684;227,701;13,767;36,140;;;27,398;23,405;44,919;17,521;0,009;0,058;525,256;6,264;1196033,00;411,976;437,848;10,059;44,919;23,405;184,275;2177,56;1,00;0,059;514,51;6,243;0,026;0,134;0,040;0,095;0,154;0,006;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,58;0,72;1500,00;0,58;0,74;1600,00;0,61;0,74;1600,00;0,16;0,84;0,00;0,20;0,80;0,00;0,17;0,83;0,00;0,639;6,213;0,836;0,01;English;1;0;7,41;0;;62,2;30;26;80,5;85,5;57;88,1;78,1;72,1;45;60;0,038;1962;48;2;0,31;
Cairo International Bank Ltd/2007;Uganda/2007;39;Uganda;Cairo International Bank Ltd;UgandaCairo International Bank Ltd2007;1;0;262;0;CB;0;2007;0,599;0,092;0,664;14,275;4,588;0,222;0,330;8,267;0,009;0,085;8,191;1,126;1,665;;80;1,260;1,511;2,110;0,849;0,044;0,185;20,704;3,030;41944,60;17,296;15,068;0,387;2,110;1,511;9,104;1723,49;1,00;0,084;392,75;5,973;0,049;0,092;0,061;0,073;;;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,58;0,74;1400,00;0,61;0,77;1500,00;0,62;0,77;1600,00;0,13;0,87;0,00;0,16;0,84;0,00;0,15;0,85;0,00;0,603;29,136;0,836;0,01;English;1;0;7,41;0;;63,1;30;25;80,6;83;57,5;87,8;78;68,8;50;70;0,010;1962;45;2;0,31;
Cairo International Bank Ltd/2008;Uganda/2008;39;Uganda;Cairo International Bank Ltd;UgandaCairo International Bank Ltd2008;1;0;262;0;CB;0;2008;0,385;0,102;0,699;20,363;5,205;0,190;0,759;12,831;0,038;0,411;12,429;1,270;2,061;;98;1,529;1,647;2,591;1,062;0,027;0,133;27,377;3,310;50516,10;23,034;20,822;0,701;2,591;1,647;10,605;1720,44;1,00;0,087;460,79;6,133;0,052;0,112;0,121;0,064;;;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,58;0,74;1400,00;0,61;0,77;1500,00;0,62;0,77;1600,00;0,15;0,85;0,00;0,20;0,80;0,00;0,16;0,84;0,00;0,603;23,817;0,836;0,01;English;1;0;7,38;0;;63,8;30;27;80,5;86;56,5;87,8;78,5;72;50;70;0,032;1962;46;2;0,31;
Cairo International Bank Ltd/2009;Uganda/2009;39;Uganda;Cairo International Bank Ltd;UgandaCairo International Bank Ltd2009;1;0;262;0;CB;0;2009;0,357;0,092;0,776;23,973;5,113;0,167;0,573;12,690;0,013;0,142;12,489;1,107;2,146;;90;1,747;1,627;2,928;1,181;0,026;0,147;30,654;3,423;70100,50;25,409;23,973;0,837;2,928;1,627;12,920;2030,49;1,00;0,072;488,25;6,191;0,038;0,124;0,130;0,146;0,207;0,004;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,58;0,74;1400,00;0,61;0,77;1500,00;0,62;0,77;1600,00;0,16;0,84;0,00;0,20;0,80;0,00;0,17;0,83;0,00;0,603;21,159;0,836;0,01;English;1;0;7,31;0;;63,5;30;28;80,4;86,9;58,7;87,9;78,4;75,2;50;60;0,011;1962;47;2;0,32;
Citibank Uganda Limited/2007;Uganda/2007;39;Uganda;Citibank Uganda Limited;UgandaCitibank Uganda Limited2007;1;0;263;0;CB;0;2007;0,323;0,215;0,364;241,171;45,005;0,151;0,669;64,360;;;64,360;1,518;11,845;;;5,015;8,796;7,508;2,493;0,043;0,261;297,319;5,695;550158,20;252,836;241,171;6,712;7,508;8,796;188,476;1723,49;1,00;0,084;392,75;5,973;0,049;0,092;0,061;0,073;;;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,58;0,74;1400,00;0,61;0,77;1500,00;0,62;0,77;1600,00;0,13;0,87;0,00;0,16;0,84;0,00;0,15;0,85;0,00;0,603;21,846;0,836;0,01;English;1;0;7,41;0;;63,1;30;25;80,6;83;57,5;87,8;78;68,8;50;70;;1962;45;2;0,31;
Citibank Uganda Limited/2008;Uganda/2008;39;Uganda;Citibank Uganda Limited;UgandaCitibank Uganda Limited2008;1;0;263;0;CB;0;2008;0,437;0,365;0,281;281,085;59,618;0,167;0,586;95,161;;;95,161;1,740;14,016;;;5,339;15,526;8,300;2,962;0,047;0,297;358,028;5,881;692100,20;328,491;281,767;9,330;8,300;15,526;233,330;1720,44;1,00;0,087;460,79;6,133;0,052;0,112;0,121;0,064;;;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,58;0,74;1400,00;0,61;0,77;1500,00;0,62;0,77;1600,00;0,15;0,85;0,00;0,20;0,80;0,00;0,16;0,84;0,00;0,603;24,058;0,836;0,01;English;1;0;7,38;0;;63,8;30;27;80,5;86;56,5;87,8;78,5;72;50;70;;1962;46;2;0,31;
Citibank Uganda Limited/2009;Uganda/2009;39;Uganda;Citibank Uganda Limited;UgandaCitibank Uganda Limited2009;1;0;263;0;CB;0;2009;0,369;0,185;0,244;154,942;65,508;0,277;0,491;52,708;0,058;7,255;45,456;1,906;12,881;;;4,731;17,962;7,533;2,802;0,046;0,214;236,189;5,465;532086,90;203,080;155,060;5,064;7,533;17,962;157,624;2030,49;1,00;0,072;488,25;6,191;0,038;0,124;0,130;0,146;0,207;0,004;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,58;0,74;1400,00;0,61;0,77;1500,00;0,62;0,77;1600,00;0,16;0,84;0,00;0,20;0,80;0,00;0,17;0,83;0,00;0,603;36,367;0,836;0,01;English;1;0;7,31;0;;63,5;30;28;80,4;86,9;58,7;87,9;78,4;75,2;50;60;0,138;1962;47;2;0,32;
Citibank Uganda Limited/2010;Uganda/2010;39;Uganda;Citibank Uganda Limited;UgandaCitibank Uganda Limited2010;1;0;263;0;CB;0;2010;0,438;0,355;0,377;222,299;70,254;0,231;0,605;93,904;;;85,992;1,429;13,290;;;5,870;10,385;8,921;3,052;0,046;0,184;303,957;5,717;873845,30;249,223;222,299;2,870;8,921;10,385;163,231;2177,56;1,00;0,059;514,51;6,243;0,026;0,134;0,040;0,095;0,154;0,006;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,58;0,74;1400,00;0,61;0,77;1500,00;0,62;0,77;1600,00;0,16;0,84;0,00;0,20;0,80;0,00;0,17;0,83;0,00;0,603;31,160;0,836;0,01;English;1;0;7,41;0;;62,2;30;26;80,5;85,5;57;88,1;78,1;72,1;45;60;;1962;48;2;0,31;
Crane Bank Limited/2007;Uganda/2007;39;Uganda;Crane Bank Limited;UgandaCrane Bank Limited2007;1;0;264;0;CB;0;2007;0,242;0,111;0,428;173,062;30,331;0,146;9,135;83,870;0,006;0,916;83,640;6,071;14,934;;;8,763;9,113;10,300;1,538;0,056;0,367;207,743;5,336;392103,10;172,598;173,062;8,218;10,300;9,113;88,959;1723,49;1,00;0,084;392,75;5,973;0,049;0,092;0,061;0,073;;;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,53;0,73;900,00;0,51;0,68;1200,00;0,58;0,70;1400,00;0,13;0,87;0,00;0,16;0,84;0,00;0,15;0,85;0,00;0,546;14,691;0,836;0,01;English;1;0;7,41;0;;63,1;30;25;80,6;83;57,5;87,8;78;68,8;50;70;0,011;1962;45;2;0,31;
Crane Bank Limited/2008;Uganda/2008;39;Uganda;Crane Bank Limited;UgandaCrane Bank Limited2008;1;0;264;0;CB;0;2008;0,279;0,117;0,395;199,271;43,597;0,174;11,053;121,358;0,005;0,370;120,689;8,721;21,627;;;11,567;12,397;13,437;1,870;0,066;0,407;250,494;5,523;485898,10;211,246;199,271;12,403;13,437;12,397;90,557;1720,44;1,00;0,087;460,79;6,133;0,052;0,112;0,121;0,064;;;1,625;4,722;8,195;8,333;8,000;6,563;0,000;6,250;3,750;5,271;1,458;5,536;8,334;9,167;7,778;6,458;0,000;7,857;2,857;5,494;0,53;0,73;900,00;0,51;0,68;1200,00;0,58;0,70;1400,00;0,15;0,85;0,00;0,20;0,80;0,00;0,16;0,84;0,00;0,546;17,426;0,836;0,01;English;1;0;7,38;0;;63,8;30;27;80,5;86;56,5;87,8;78,5;72;50;70;0,003;1962;46;2;0,31;
